"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions","Jaccard"
"14431","EU935739","Butyrivibrio_sp._MC2013_",84,0,"0",2953,"49102",0
"14432","EU935740","Butyrivibrio_sp._MC2013_",86,0,"0",2953,"49102",0
"14433","EU935738","Butyrivibrio_sp._MC2013_",55,0,"0",2953,"49102",0
"14434","NZ_HG941719.1","Butyrivibrio_sp._MC2013_",44,0,"0",2953,"49102",0
"14435","EU935739","Pseudobutyrivibrio_ruminis_CF1b_",84,0,"0",2906,"49297",0
"14436","EU935740","Pseudobutyrivibrio_ruminis_CF1b_",86,0,"0",2906,"49297",0
"14437","EU935738","Pseudobutyrivibrio_ruminis_CF1b_",55,0,"0",2906,"49297",0
"14438","NZ_HG941719.1","Pseudobutyrivibrio_ruminis_CF1b_",44,0,"0",2906,"49297",0
"14439","EU935739","Clostridium_paraputrificum_AGR2156_",84,0,"0",3501,"81542",0
"14440","EU935740","Clostridium_paraputrificum_AGR2156_",86,0,"0",3501,"81542",0
"14441","EU935738","Clostridium_paraputrificum_AGR2156_",55,0,"0",3501,"81542",0
"14442","NZ_HG941719.1","Clostridium_paraputrificum_AGR2156_",44,0,"0",3501,"81542",0
"14443","EU935739","Clostridium_cadaveris_AGR2141_",84,0,"0",3412,"59546",0
"14444","EU935740","Clostridium_cadaveris_AGR2141_",86,0,"0",3412,"59546",0
"14445","EU935738","Clostridium_cadaveris_AGR2141_",55,0,"0",3412,"59546",0
"14446","NZ_HG941719.1","Clostridium_cadaveris_AGR2141_",44,0,"0",3412,"59546",0
"14447","EU935739","Pseudobutyrivibrio_ruminis_AD2017_",84,0,"0",2576,"53101",0
"14448","EU935740","Pseudobutyrivibrio_ruminis_AD2017_",86,0,"0",2576,"53101",0
"14449","EU935738","Pseudobutyrivibrio_ruminis_AD2017_",55,0,"0",2576,"53101",0
"14450","NZ_HG941719.1","Pseudobutyrivibrio_ruminis_AD2017_",44,0,"0",2576,"53101",0
"14451","EU935739","Butyrivibrio_fibrisolvens_ND3005_",84,0,"0",3707,"52981",0
"14452","EU935740","Butyrivibrio_fibrisolvens_ND3005_",86,0,"0",3707,"52981",0
"14453","EU935738","Butyrivibrio_fibrisolvens_ND3005_",55,0,"0",3707,"52981",0
"14454","NZ_HG941719.1","Butyrivibrio_fibrisolvens_ND3005_",44,0,"0",3707,"52981",0
"14455","EU935739","Dorea_longicatena_AGR2136_",84,47,"46",3408,"48066",0.013
"14456","EU935740","Dorea_longicatena_AGR2136_",86,0,"0",3408,"48066",0
"14457","EU935738","Dorea_longicatena_AGR2136_",55,0,"0",3408,"48066",0
"14458","NZ_HG941719.1","Dorea_longicatena_AGR2136_",44,0,"0",3408,"48066",0
"14459","EU935739","Selenomonas_ruminantium_subsp._ruminantium_ATCC_12561_",84,0,"0",2966,"54220",0
"14460","EU935740","Selenomonas_ruminantium_subsp._ruminantium_ATCC_12561_",86,0,"0",2966,"54220",0
"14461","EU935738","Selenomonas_ruminantium_subsp._ruminantium_ATCC_12561_",55,0,"0",2966,"54220",0
"14462","NZ_HG941719.1","Selenomonas_ruminantium_subsp._ruminantium_ATCC_12561_",44,0,"0",2966,"54220",0
"14463","EU935739","Hyphomonas_sp._T16B2_",84,0,"0",3301,"48081",0
"14464","EU935740","Hyphomonas_sp._T16B2_",86,0,"0",3301,"48081",0
"14465","EU935738","Hyphomonas_sp._T16B2_",55,0,"0",3301,"48081",0
"14466","NZ_HG941719.1","Hyphomonas_sp._T16B2_",44,0,"0",3301,"48081",0
"14467","EU935739","Hyphomonas_sp._CY54-11-8_",84,0,"0",3831,"57518",0
"14468","EU935740","Hyphomonas_sp._CY54-11-8_",86,0,"0",3831,"57518",0
"14469","EU935738","Hyphomonas_sp._CY54-11-8_",55,0,"0",3831,"57518",0
"14470","NZ_HG941719.1","Hyphomonas_sp._CY54-11-8_",44,0,"0",3831,"57518",0
"14471","EU935739","Hyphomonas_sp._25B14_1_",84,0,"0",3617,"48869",0
"14472","EU935740","Hyphomonas_sp._25B14_1_",86,0,"0",3617,"48869",0
"14473","EU935738","Hyphomonas_sp._25B14_1_",55,0,"0",3617,"48869",0
"14474","NZ_HG941719.1","Hyphomonas_sp._25B14_1_",44,0,"0",3617,"48869",0
"14475","EU935739","Hyphomonas_sp._BH-BN04-4_",84,0,"0",3778,"53789",0
"14476","EU935740","Hyphomonas_sp._BH-BN04-4_",86,0,"0",3778,"53789",0
"14477","EU935738","Hyphomonas_sp._BH-BN04-4_",55,0,"0",3778,"53789",0
"14478","NZ_HG941719.1","Hyphomonas_sp._BH-BN04-4_",44,0,"0",3778,"53789",0
"14479","EU935739","Hyphomonas_sp._22II1-22F38_",84,0,"0",3518,"51046",0
"14480","EU935740","Hyphomonas_sp._22II1-22F38_",86,0,"0",3518,"51046",0
"14481","EU935738","Hyphomonas_sp._22II1-22F38_",55,0,"0",3518,"51046",0
"14482","NZ_HG941719.1","Hyphomonas_sp._22II1-22F38_",44,0,"0",3518,"51046",0
"14483","EU935739","Hyphomonas_adhaerens_MHS-3_",84,0,"0",3479,"53620",0
"14484","EU935740","Hyphomonas_adhaerens_MHS-3_",86,0,"0",3479,"53620",0
"14485","EU935738","Hyphomonas_adhaerens_MHS-3_",55,0,"0",3479,"53620",0
"14486","NZ_HG941719.1","Hyphomonas_adhaerens_MHS-3_",44,0,"0",3479,"53620",0
"14487","EU935739","Hyphomonas_johnsonii_MHS-2_",84,0,"0",3447,"50921",0
"14488","EU935740","Hyphomonas_johnsonii_MHS-2_",86,0,"0",3447,"50921",0
"14489","EU935738","Hyphomonas_johnsonii_MHS-2_",55,0,"0",3447,"50921",0
"14490","NZ_HG941719.1","Hyphomonas_johnsonii_MHS-2_",44,0,"0",3447,"50921",0
"14491","EU935739","Hyphomonas_jannaschiana_VP2_",84,0,"0",3505,"52527",0
"14492","EU935740","Hyphomonas_jannaschiana_VP2_",86,0,"0",3505,"52527",0
"14493","EU935738","Hyphomonas_jannaschiana_VP2_",55,0,"0",3505,"52527",0
"14494","NZ_HG941719.1","Hyphomonas_jannaschiana_VP2_",44,0,"0",3505,"52527",0
"14495","EU935739","Hyphomonas_oceanitis_SCH89_",84,0,"0",4173,"60622",0
"14496","EU935740","Hyphomonas_oceanitis_SCH89_",86,0,"0",4173,"60622",0
"14497","EU935738","Hyphomonas_oceanitis_SCH89_",55,0,"0",4173,"60622",0
"14498","NZ_HG941719.1","Hyphomonas_oceanitis_SCH89_",44,0,"0",4173,"60622",0
"14499","EU935739","Hyphomonas_polymorpha_PS728_",84,0,"0",3851,"55773",0
"14500","EU935740","Hyphomonas_polymorpha_PS728_",86,0,"0",3851,"55773",0
"14501","EU935738","Hyphomonas_polymorpha_PS728_",55,0,"0",3851,"55773",0
"14502","NZ_HG941719.1","Hyphomonas_polymorpha_PS728_",44,0,"0",3851,"55773",0
"14503","EU935739","Agrobacterium_tumefaciens_str._Cherry_2E-2-2_",84,63,"62",5042,"89051",0.012
"14504","EU935740","Agrobacterium_tumefaciens_str._Cherry_2E-2-2_",86,0,"0",5042,"89051",0
"14505","EU935738","Agrobacterium_tumefaciens_str._Cherry_2E-2-2_",55,0,"0",5042,"89051",0
"14506","NZ_HG941719.1","Agrobacterium_tumefaciens_str._Cherry_2E-2-2_",44,0,"0",5042,"89051",0
"14507","EU935739","Pseudomonas_poae_RE*1-1-14_",84,0,"0",4796,"61473",0
"14508","EU935740","Pseudomonas_poae_RE*1-1-14_",86,0,"0",4796,"61473",0
"14509","EU935738","Pseudomonas_poae_RE*1-1-14_",55,0,"0",4796,"61473",0
"14510","NZ_HG941719.1","Pseudomonas_poae_RE*1-1-14_",44,0,"0",4796,"61473",0
"14511","EU935739","Asticcacaulis_sp._AC460_",84,0,"0",4710,"66836",0
"14512","EU935740","Asticcacaulis_sp._AC460_",86,0,"0",4710,"66836",0
"14513","EU935738","Asticcacaulis_sp._AC460_",55,0,"0",4710,"66836",0
"14514","NZ_HG941719.1","Asticcacaulis_sp._AC460_",44,0,"0",4710,"66836",0
"14515","EU935739","Asticcacaulis_sp._AC402_",84,0,"0",3798,"52561",0
"14516","EU935740","Asticcacaulis_sp._AC402_",86,0,"0",3798,"52561",0
"14517","EU935738","Asticcacaulis_sp._AC402_",55,0,"0",3798,"52561",0
"14518","NZ_HG941719.1","Asticcacaulis_sp._AC402_",44,0,"0",3798,"52561",0
"14519","EU935739","Asticcacaulis_sp._AC466_",84,0,"0",4277,"69599",0
"14520","EU935740","Asticcacaulis_sp._AC466_",86,0,"0",4277,"69599",0
"14521","EU935738","Asticcacaulis_sp._AC466_",55,0,"0",4277,"69599",0
"14522","NZ_HG941719.1","Asticcacaulis_sp._AC466_",44,0,"0",4277,"69599",0
"14523","EU935739","Streptococcus_tigurinus_AZ_3a_",84,0,"0",2114,"36218",0
"14524","EU935740","Streptococcus_tigurinus_AZ_3a_",86,0,"0",2114,"36218",0
"14525","EU935738","Streptococcus_tigurinus_AZ_3a_",55,0,"0",2114,"36218",0
"14526","NZ_HG941719.1","Streptococcus_tigurinus_AZ_3a_",44,0,"0",2114,"36218",0
"14527","EU935739","Streptococcus_tigurinus_1366_",84,0,"0",1823,"34974",0
"14528","EU935740","Streptococcus_tigurinus_1366_",86,0,"0",1823,"34974",0
"14529","EU935738","Streptococcus_tigurinus_1366_",55,0,"0",1823,"34974",0
"14530","NZ_HG941719.1","Streptococcus_tigurinus_1366_",44,0,"0",1823,"34974",0
"14531","EU935739","alpha_proteobacterium_Mf_1.05b.01_",84,0,"0",3656,"51496",0
"14532","EU935740","alpha_proteobacterium_Mf_1.05b.01_",86,0,"0",3656,"51496",0
"14533","EU935738","alpha_proteobacterium_Mf_1.05b.01_",55,0,"0",3656,"51496",0
"14534","NZ_HG941719.1","alpha_proteobacterium_Mf_1.05b.01_",44,0,"0",3656,"51496",0
"14535","EU935739","Lachnospira_multipara_ATCC_19207_",84,0,"0",2535,"40226",0
"14536","EU935740","Lachnospira_multipara_ATCC_19207_",86,0,"0",2535,"40226",0
"14537","EU935738","Lachnospira_multipara_ATCC_19207_",55,0,"0",2535,"40226",0
"14538","NZ_HG941719.1","Lachnospira_multipara_ATCC_19207_",44,0,"0",2535,"40226",0
"14539","EU935739","Frankia_sp._Iso899_",84,0,"0",4866,"62156",0
"14540","EU935740","Frankia_sp._Iso899_",86,0,"0",4866,"62156",0
"14541","EU935738","Frankia_sp._Iso899_",55,0,"0",4866,"62156",0
"14542","NZ_HG941719.1","Frankia_sp._Iso899_",44,0,"0",4866,"62156",0
"14543","EU935739","Tolumonas_sp._BRL6-1_",84,0,"0",3104,"62180",0
"14544","EU935740","Tolumonas_sp._BRL6-1_",86,0,"0",3104,"62180",0
"14545","EU935738","Tolumonas_sp._BRL6-1_",55,0,"0",3104,"62180",0
"14546","NZ_HG941719.1","Tolumonas_sp._BRL6-1_",44,0,"0",3104,"62180",0
"14547","EU935739","Nocardioides_sp._Iso805N_",84,0,"0",4109,"58496",0
"14548","EU935740","Nocardioides_sp._Iso805N_",86,0,"0",4109,"58496",0
"14549","EU935738","Nocardioides_sp._Iso805N_",55,0,"0",4109,"58496",0
"14550","NZ_HG941719.1","Nocardioides_sp._Iso805N_",44,0,"0",4109,"58496",0
"14551","EU935739","Conexibacter_woesei_Iso977N_",84,0,"0",5367,"73969",0
"14552","EU935740","Conexibacter_woesei_Iso977N_",86,0,"0",5367,"73969",0
"14553","EU935738","Conexibacter_woesei_Iso977N_",55,0,"0",5367,"73969",0
"14554","NZ_HG941719.1","Conexibacter_woesei_Iso977N_",44,0,"0",5367,"73969",0
"14555","EU935739","Methylohalobius_crimeensis_10Ki_",84,0,"0",3212,"50954",0
"14556","EU935740","Methylohalobius_crimeensis_10Ki_",86,0,"0",3212,"50954",0
"14557","EU935738","Methylohalobius_crimeensis_10Ki_",55,0,"0",3212,"50954",0
"14558","NZ_HG941719.1","Methylohalobius_crimeensis_10Ki_",44,0,"0",3212,"50954",0
"14559","EU935739","Paenibacillus_sp._A9_",84,0,"0",4595,"73300",0
"14560","EU935740","Paenibacillus_sp._A9_",86,0,"0",4595,"73300",0
"14561","EU935738","Paenibacillus_sp._A9_",55,0,"0",4595,"73300",0
"14562","NZ_HG941719.1","Paenibacillus_sp._A9_",44,0,"0",4595,"73300",0
"14563","EU935739","Actinomyces_urogenitalis_S6-C4_",84,0,"0",1929,"39066",0
"14564","EU935740","Actinomyces_urogenitalis_S6-C4_",86,0,"0",1929,"39066",0
"14565","EU935738","Actinomyces_urogenitalis_S6-C4_",55,0,"0",1929,"39066",0
"14566","NZ_HG941719.1","Actinomyces_urogenitalis_S6-C4_",44,0,"0",1929,"39066",0
"14567","EU935739","Actinomyces_sp._S6-Spd3_",84,0,"0",1763,"34835",0
"14568","EU935740","Actinomyces_sp._S6-Spd3_",86,0,"0",1763,"34835",0
"14569","EU935738","Actinomyces_sp._S6-Spd3_",55,0,"0",1763,"34835",0
"14570","NZ_HG941719.1","Actinomyces_sp._S6-Spd3_",44,0,"0",1763,"34835",0
"14571","EU935739","Anaerococcus_lactolyticus_S7-1-13_",84,0,"0",1717,"32765",0
"14572","EU935740","Anaerococcus_lactolyticus_S7-1-13_",86,0,"0",1717,"32765",0
"14573","EU935738","Anaerococcus_lactolyticus_S7-1-13_",55,0,"0",1717,"32765",0
"14574","NZ_HG941719.1","Anaerococcus_lactolyticus_S7-1-13_",44,0,"0",1717,"32765",0
"14575","EU935739","Clostridiales_bacterium_S7-1-4_",84,0,"0",1482,"22574",0
"14576","EU935740","Clostridiales_bacterium_S7-1-4_",86,0,"0",1482,"22574",0
"14577","EU935738","Clostridiales_bacterium_S7-1-4_",55,0,"0",1482,"22574",0
"14578","NZ_HG941719.1","Clostridiales_bacterium_S7-1-4_",44,0,"0",1482,"22574",0
"14579","EU935739","Prevotella_sp._S7-1-8_",84,7,"6",2240,"26015",0.003
"14580","EU935740","Prevotella_sp._S7-1-8_",86,0,"0",2240,"26015",0
"14581","EU935738","Prevotella_sp._S7-1-8_",55,0,"0",2240,"26015",0
"14582","NZ_HG941719.1","Prevotella_sp._S7-1-8_",44,0,"0",2240,"26015",0
"14583","EU935739","Corynebacterium_casei_LMG_S-19264_",84,0,"0",2805,"28124",0
"14584","EU935740","Corynebacterium_casei_LMG_S-19264_",86,0,"0",2805,"28124",0
"14585","EU935738","Corynebacterium_casei_LMG_S-19264_",55,0,"0",2805,"28124",0
"14586","NZ_HG941719.1","Corynebacterium_casei_LMG_S-19264_",44,0,"0",2805,"28124",0
"14587","EU935739","Lysinibacillus_sphaericus_OT4b.31_",84,0,"0",4577,"73501",0
"14588","EU935740","Lysinibacillus_sphaericus_OT4b.31_",86,0,"0",4577,"73501",0
"14589","EU935738","Lysinibacillus_sphaericus_OT4b.31_",55,0,"0",4577,"73501",0
"14590","NZ_HG941719.1","Lysinibacillus_sphaericus_OT4b.31_",44,0,"0",4577,"73501",0
"14591","EU935739","Pandoraea_sp._SD6-2_",84,36,"34",5154,"98611",0.007
"14592","EU935740","Pandoraea_sp._SD6-2_",86,0,"0",5154,"98611",0
"14593","EU935738","Pandoraea_sp._SD6-2_",55,0,"0",5154,"98611",0
"14594","NZ_HG941719.1","Pandoraea_sp._SD6-2_",44,6,"5",5154,"98611",0.001
"14595","EU935739","Methylophaga_lonarensis_MPL_",84,19,"18",2536,"45779",0.007
"14596","EU935740","Methylophaga_lonarensis_MPL_",86,0,"0",2536,"45779",0
"14597","EU935738","Methylophaga_lonarensis_MPL_",55,0,"0",2536,"45779",0
"14598","NZ_HG941719.1","Methylophaga_lonarensis_MPL_",44,0,"0",2536,"45779",0
"14599","EU935739","Raoultella_ornithinolytica_B6_",84,146,"152",4909,"69162",0.029
"14600","EU935740","Raoultella_ornithinolytica_B6_",86,107,"104",4909,"69162",0.021
"14601","EU935738","Raoultella_ornithinolytica_B6_",55,0,"0",4909,"69162",0
"14602","NZ_HG941719.1","Raoultella_ornithinolytica_B6_",44,10,"9",4909,"69162",0.002
"14603","EU935739","Eubacterium_acidaminophilum_DSM_3953_",84,65,"64",2910,"39682",0.022
"14604","EU935740","Eubacterium_acidaminophilum_DSM_3953_",86,48,"47",2910,"39682",0.016
"14605","EU935738","Eubacterium_acidaminophilum_DSM_3953_",55,65,"64",2910,"39682",0.022
"14606","NZ_HG941719.1","Eubacterium_acidaminophilum_DSM_3953_",44,43,"40",2910,"39682",0.015
"14607","EU935739","Sphaerotilus_natans_subsp._natans_DSM_6575_",84,0,"0",4179,"79754",0
"14608","EU935740","Sphaerotilus_natans_subsp._natans_DSM_6575_",86,0,"0",4179,"79754",0
"14609","EU935738","Sphaerotilus_natans_subsp._natans_DSM_6575_",55,0,"0",4179,"79754",0
"14610","NZ_HG941719.1","Sphaerotilus_natans_subsp._natans_DSM_6575_",44,0,"0",4179,"79754",0
"14611","EU935739","Zhouia_amylolytica_AD3_",84,10,"9",3373,"52041",0.003
"14612","EU935740","Zhouia_amylolytica_AD3_",86,0,"0",3373,"52041",0
"14613","EU935738","Zhouia_amylolytica_AD3_",55,0,"0",3373,"52041",0
"14614","NZ_HG941719.1","Zhouia_amylolytica_AD3_",44,0,"0",3373,"52041",0
"14615","EU935739","Mesorhizobium_sp._L2C084A000_",84,0,"0",6399,"108631",0
"14616","EU935740","Mesorhizobium_sp._L2C084A000_",86,0,"0",6399,"108631",0
"14617","EU935738","Mesorhizobium_sp._L2C084A000_",55,0,"0",6399,"108631",0
"14618","NZ_HG941719.1","Mesorhizobium_sp._L2C084A000_",44,0,"0",6399,"108631",0
"14619","EU935739","Mesorhizobium_sp._LNJC398B00_",84,0,"0",5690,"88122",0
"14620","EU935740","Mesorhizobium_sp._LNJC398B00_",86,0,"0",5690,"88122",0
"14621","EU935738","Mesorhizobium_sp._LNJC398B00_",55,0,"0",5690,"88122",0
"14622","NZ_HG941719.1","Mesorhizobium_sp._LNJC398B00_",44,0,"0",5690,"88122",0
"14623","EU935739","Corynebacterium_freneyi_DNF00450_",84,0,"0",2007,"32445",0
"14624","EU935740","Corynebacterium_freneyi_DNF00450_",86,0,"0",2007,"32445",0
"14625","EU935738","Corynebacterium_freneyi_DNF00450_",55,0,"0",2007,"32445",0
"14626","NZ_HG941719.1","Corynebacterium_freneyi_DNF00450_",44,0,"0",2007,"32445",0
"14627","EU935739","Prevotella_bivia_DNF00188_",84,10,"9",2063,"32676",0.005
"14628","EU935740","Prevotella_bivia_DNF00188_",86,0,"0",2063,"32676",0
"14629","EU935738","Prevotella_bivia_DNF00188_",55,0,"0",2063,"32676",0
"14630","NZ_HG941719.1","Prevotella_bivia_DNF00188_",44,0,"0",2063,"32676",0
"14631","EU935739","Prevotella_sp._S7_MS_2_",84,9,"8",2144,"31254",0.004
"14632","EU935740","Prevotella_sp._S7_MS_2_",86,0,"0",2144,"31254",0
"14633","EU935738","Prevotella_sp._S7_MS_2_",55,0,"0",2144,"31254",0
"14634","NZ_HG941719.1","Prevotella_sp._S7_MS_2_",44,0,"0",2144,"31254",0
"14635","EU935739","Streptomyces_sp._CNT318_",84,0,"0",6118,"95358",0
"14636","EU935740","Streptomyces_sp._CNT318_",86,0,"0",6118,"95358",0
"14637","EU935738","Streptomyces_sp._CNT318_",55,0,"0",6118,"95358",0
"14638","NZ_HG941719.1","Streptomyces_sp._CNT318_",44,0,"0",6118,"95358",0
"14639","EU935739","Streptomyces_sp._TAA040_",84,0,"0",4656,"73787",0
"14640","EU935740","Streptomyces_sp._TAA040_",86,0,"0",4656,"73787",0
"14641","EU935738","Streptomyces_sp._TAA040_",55,0,"0",4656,"73787",0
"14642","NZ_HG941719.1","Streptomyces_sp._TAA040_",44,0,"0",4656,"73787",0
"14643","EU935739","Roseovarius_mucosus_DSM_17069_",84,99,"105",4188,"58623",0.023
"14644","EU935740","Roseovarius_mucosus_DSM_17069_",86,80,"78",4188,"58623",0.019
"14645","EU935738","Roseovarius_mucosus_DSM_17069_",55,65,"64",4188,"58623",0.015
"14646","NZ_HG941719.1","Roseovarius_mucosus_DSM_17069_",44,65,"64",4188,"58623",0.015
"14647","EU935739","Deinococcus_wulumuqiensis_R12_",84,0,"0",3040,"37287",0
"14648","EU935740","Deinococcus_wulumuqiensis_R12_",86,0,"0",3040,"37287",0
"14649","EU935738","Deinococcus_wulumuqiensis_R12_",55,0,"0",3040,"37287",0
"14650","NZ_HG941719.1","Deinococcus_wulumuqiensis_R12_",44,0,"0",3040,"37287",0
"14651","EU935739","Nitrosospira_sp._APG3_",84,0,"0",3125,"32630",0
"14652","EU935740","Nitrosospira_sp._APG3_",86,5,"4",3125,"32630",0.002
"14653","EU935738","Nitrosospira_sp._APG3_",55,0,"0",3125,"32630",0
"14654","NZ_HG941719.1","Nitrosospira_sp._APG3_",44,5,"4",3125,"32630",0.002
"14655","EU935739","Marinobacter_santoriniensis_NKSG1_",84,20,"19",3692,"75036",0.005
"14656","EU935740","Marinobacter_santoriniensis_NKSG1_",86,0,"0",3692,"75036",0
"14657","EU935738","Marinobacter_santoriniensis_NKSG1_",55,0,"0",3692,"75036",0
"14658","NZ_HG941719.1","Marinobacter_santoriniensis_NKSG1_",44,0,"0",3692,"75036",0
"14659","EU935739","Cyclobacteriaceae_bacterium_AK24_",84,0,"0",4826,"55430",0
"14660","EU935740","Cyclobacteriaceae_bacterium_AK24_",86,0,"0",4826,"55430",0
"14661","EU935738","Cyclobacteriaceae_bacterium_AK24_",55,0,"0",4826,"55430",0
"14662","NZ_HG941719.1","Cyclobacteriaceae_bacterium_AK24_",44,0,"0",4826,"55430",0
"14663","EU935739","Brachyspira_hampsonii_30446_",84,0,"0",2572,"40720",0
"14664","EU935740","Brachyspira_hampsonii_30446_",86,0,"0",2572,"40720",0
"14665","EU935738","Brachyspira_hampsonii_30446_",55,0,"0",2572,"40720",0
"14666","NZ_HG941719.1","Brachyspira_hampsonii_30446_",44,0,"0",2572,"40720",0
"14667","EU935739","Streptomyces_sp._TAA204_",84,0,"0",5409,"95854",0
"14668","EU935740","Streptomyces_sp._TAA204_",86,0,"0",5409,"95854",0
"14669","EU935738","Streptomyces_sp._TAA204_",55,0,"0",5409,"95854",0
"14670","NZ_HG941719.1","Streptomyces_sp._TAA204_",44,0,"0",5409,"95854",0
"14671","EU935739","[Clostridium]_josui_JCM_17888_",84,0,"0",3979,"67118",0
"14672","EU935740","[Clostridium]_josui_JCM_17888_",86,0,"0",3979,"67118",0
"14673","EU935738","[Clostridium]_josui_JCM_17888_",55,0,"0",3979,"67118",0
"14674","NZ_HG941719.1","[Clostridium]_josui_JCM_17888_",44,0,"0",3979,"67118",0
"14675","EU935739","Lactobacillus_oryzae_JCM_18671_",84,34,"33",1895,"27719",0.017
"14676","EU935740","Lactobacillus_oryzae_JCM_18671_",86,0,"0",1895,"27719",0
"14677","EU935738","Lactobacillus_oryzae_JCM_18671_",55,34,"33",1895,"27719",0.017
"14678","NZ_HG941719.1","Lactobacillus_oryzae_JCM_18671_",44,0,"0",1895,"27719",0
"14679","EU935739","Dietzia_sp._UCD-THP_",84,0,"0",3489,"53479",0
"14680","EU935740","Dietzia_sp._UCD-THP_",86,0,"0",3489,"53479",0
"14681","EU935738","Dietzia_sp._UCD-THP_",55,0,"0",3489,"53479",0
"14682","NZ_HG941719.1","Dietzia_sp._UCD-THP_",44,0,"0",3489,"53479",0
"14683","EU935739","Mycoplasma_putrefaciens_Mput9231_",84,22,"21",667,"11071",0.029
"14684","EU935740","Mycoplasma_putrefaciens_Mput9231_",86,22,"21",667,"11071",0.029
"14685","EU935738","Mycoplasma_putrefaciens_Mput9231_",55,22,"21",667,"11071",0.03
"14686","NZ_HG941719.1","Mycoplasma_putrefaciens_Mput9231_",44,22,"21",667,"11071",0.031
"14687","EU935739","Caulobacter_crescentus_OR37_",84,0,"0",4074,"68524",0
"14688","EU935740","Caulobacter_crescentus_OR37_",86,0,"0",4074,"68524",0
"14689","EU935738","Caulobacter_crescentus_OR37_",55,0,"0",4074,"68524",0
"14690","NZ_HG941719.1","Caulobacter_crescentus_OR37_",44,0,"0",4074,"68524",0
"14691","EU935739","[Clostridium]_sordellii_VPI_9048_",84,18,"16",3586,"38082",0.005
"14692","EU935740","[Clostridium]_sordellii_VPI_9048_",86,20,"19",3586,"38082",0.005
"14693","EU935738","[Clostridium]_sordellii_VPI_9048_",55,28,"26",3586,"38082",0.008
"14694","NZ_HG941719.1","[Clostridium]_sordellii_VPI_9048_",44,5,"4",3586,"38082",0.001
"14695","EU935739","Propionibacterium_granulosum_TM11_",84,109,"124",1803,"34993",0.058
"14696","EU935740","Propionibacterium_granulosum_TM11_",86,69,"68",1803,"34993",0.037
"14697","EU935738","Propionibacterium_granulosum_TM11_",55,74,"75",1803,"34993",0.04
"14698","NZ_HG941719.1","Propionibacterium_granulosum_TM11_",44,82,"81",1803,"34993",0.044
"14699","EU935739","Halanaerobium_saccharolyticum_subsp._saccharolyticum_DSM_6643_",84,8,"7",2664,"50148",0.003
"14700","EU935740","Halanaerobium_saccharolyticum_subsp._saccharolyticum_DSM_6643_",86,0,"0",2664,"50148",0
"14701","EU935738","Halanaerobium_saccharolyticum_subsp._saccharolyticum_DSM_6643_",55,0,"0",2664,"50148",0
"14702","NZ_HG941719.1","Halanaerobium_saccharolyticum_subsp._saccharolyticum_DSM_6643_",44,8,"7",2664,"50148",0.003
"14703","EU935739","Lactobacillus_equicursoris_DSM_19284_=_JCM_14600_=_CIP_110162_",84,0,"0",1935,"32014",0
"14704","EU935740","Lactobacillus_equicursoris_DSM_19284_=_JCM_14600_=_CIP_110162_",86,0,"0",1935,"32014",0
"14705","EU935738","Lactobacillus_equicursoris_DSM_19284_=_JCM_14600_=_CIP_110162_",55,0,"0",1935,"32014",0
"14706","NZ_HG941719.1","Lactobacillus_equicursoris_DSM_19284_=_JCM_14600_=_CIP_110162_",44,0,"0",1935,"32014",0
"14707","EU935739","Clostridium_intestinale_URNW_",84,0,"0",4367,"139851",0
"14708","EU935740","Clostridium_intestinale_URNW_",86,0,"0",4367,"139851",0
"14709","EU935738","Clostridium_intestinale_URNW_",55,0,"0",4367,"139851",0
"14710","NZ_HG941719.1","Clostridium_intestinale_URNW_",44,0,"0",4367,"139851",0
"14711","EU935739","Pseudomonas_denitrificans_ATCC_13867_",84,0,"0",5062,"64824",0
"14712","EU935740","Pseudomonas_denitrificans_ATCC_13867_",86,0,"0",5062,"64824",0
"14713","EU935738","Pseudomonas_denitrificans_ATCC_13867_",55,0,"0",5062,"64824",0
"14714","NZ_HG941719.1","Pseudomonas_denitrificans_ATCC_13867_",44,0,"0",5062,"64824",0
"14715","EU935739","Bacillus_boroniphilus_JCM_21738_",84,0,"0",5100,"97479",0
"14716","EU935740","Bacillus_boroniphilus_JCM_21738_",86,0,"0",5100,"97479",0
"14717","EU935738","Bacillus_boroniphilus_JCM_21738_",55,0,"0",5100,"97479",0
"14718","NZ_HG941719.1","Bacillus_boroniphilus_JCM_21738_",44,0,"0",5100,"97479",0
"14719","EU935739","Roseibacterium_elongatum_DSM_19469_",84,0,"0",3448,"46369",0
"14720","EU935740","Roseibacterium_elongatum_DSM_19469_",86,0,"0",3448,"46369",0
"14721","EU935738","Roseibacterium_elongatum_DSM_19469_",55,0,"0",3448,"46369",0
"14722","NZ_HG941719.1","Roseibacterium_elongatum_DSM_19469_",44,0,"0",3448,"46369",0
"14723","EU935739","Geobacillus_stearothermophilus_NUB3621_",84,31,"30",3654,"65354",0.008
"14724","EU935740","Geobacillus_stearothermophilus_NUB3621_",86,0,"0",3654,"65354",0
"14725","EU935738","Geobacillus_stearothermophilus_NUB3621_",55,0,"0",3654,"65354",0
"14726","NZ_HG941719.1","Geobacillus_stearothermophilus_NUB3621_",44,0,"0",3654,"65354",0
"14727","EU935739","Aquimarina_sp._SW150_",84,0,"0",4333,"52450",0
