"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions","Jaccard"
"5676","NZ_HG941719.1","Lactobacillus_jensenii_27-2-CHN_",44,0,"0",1506,"28773",0
"5677","EU935739","Peptoniphilus_sp._oral_taxon_386_str._F0131_",84,0,"0",1406,"26022",0
"5678","EU935740","Peptoniphilus_sp._oral_taxon_386_str._F0131_",86,0,"0",1406,"26022",0
"5679","EU935738","Peptoniphilus_sp._oral_taxon_386_str._F0131_",55,0,"0",1406,"26022",0
"5680","NZ_HG941719.1","Peptoniphilus_sp._oral_taxon_386_str._F0131_",44,0,"0",1406,"26022",0
"5681","EU935739","Prevotella_sp._oral_taxon_317_str._F0108_",84,32,"60",2926,"33794",0.011
"5682","EU935740","Prevotella_sp._oral_taxon_317_str._F0108_",86,28,"90",2926,"33794",0.009
"5683","EU935738","Prevotella_sp._oral_taxon_317_str._F0108_",55,23,"52",2926,"33794",0.008
"5684","NZ_HG941719.1","Prevotella_sp._oral_taxon_317_str._F0108_",44,24,"53",2926,"33794",0.008
"5685","EU935739","Vibrio_tasmaniensis_LGP32_",84,38,"36",4436,"54639",0.008
"5686","EU935740","Vibrio_tasmaniensis_LGP32_",86,32,"31",4436,"54639",0.007
"5687","EU935738","Vibrio_tasmaniensis_LGP32_",55,0,"0",4436,"54639",0
"5688","NZ_HG941719.1","Vibrio_tasmaniensis_LGP32_",44,0,"0",4436,"54639",0
"5689","EU935739","Zymomonas_mobilis_subsp._pomaceae_ATCC_29192_",84,0,"0",1723,"20042",0
"5690","EU935740","Zymomonas_mobilis_subsp._pomaceae_ATCC_29192_",86,0,"0",1723,"20042",0
"5691","EU935738","Zymomonas_mobilis_subsp._pomaceae_ATCC_29192_",55,0,"0",1723,"20042",0
"5692","NZ_HG941719.1","Zymomonas_mobilis_subsp._pomaceae_ATCC_29192_",44,0,"0",1723,"20042",0
"5693","EU935739","Dickeya_dadantii_Ech703_",84,27,"26",3977,"54715",0.007
"5694","EU935740","Dickeya_dadantii_Ech703_",86,0,"0",3977,"54715",0
"5695","EU935738","Dickeya_dadantii_Ech703_",55,0,"0",3977,"54715",0
"5696","NZ_HG941719.1","Dickeya_dadantii_Ech703_",44,0,"0",3977,"54715",0
"5697","EU935739","Thermoanaerobacterium_thermosaccharolyticum_DSM_571_",84,0,"0",2613,"36594",0
"5698","EU935740","Thermoanaerobacterium_thermosaccharolyticum_DSM_571_",86,0,"0",2613,"36594",0
"5699","EU935738","Thermoanaerobacterium_thermosaccharolyticum_DSM_571_",55,0,"0",2613,"36594",0
"5700","NZ_HG941719.1","Thermoanaerobacterium_thermosaccharolyticum_DSM_571_",44,0,"0",2613,"36594",0
"5701","EU935739","Thermoanaerobacter_italicus_Ab9_",84,0,"0",2276,"35195",0
"5702","EU935740","Thermoanaerobacter_italicus_Ab9_",86,0,"0",2276,"35195",0
"5703","EU935738","Thermoanaerobacter_italicus_Ab9_",55,0,"0",2276,"35195",0
"5704","NZ_HG941719.1","Thermoanaerobacter_italicus_Ab9_",44,0,"0",2276,"35195",0
"5705","EU935739","Sideroxydans_lithotrophicus_ES-1_",84,0,"0",2982,"42217",0
"5706","EU935740","Sideroxydans_lithotrophicus_ES-1_",86,0,"0",2982,"42217",0
"5707","EU935738","Sideroxydans_lithotrophicus_ES-1_",55,0,"0",2982,"42217",0
"5708","NZ_HG941719.1","Sideroxydans_lithotrophicus_ES-1_",44,0,"0",2982,"42217",0
"5709","EU935739","Thermovirga_lienii_DSM_17291_",84,0,"0",1878,"29768",0
"5710","EU935740","Thermovirga_lienii_DSM_17291_",86,0,"0",1878,"29768",0
"5711","EU935738","Thermovirga_lienii_DSM_17291_",55,0,"0",1878,"29768",0
"5712","NZ_HG941719.1","Thermovirga_lienii_DSM_17291_",44,0,"0",1878,"29768",0
"5713","EU935739","Hirschia_baltica_ATCC_49814_",84,0,"0",3187,"44048",0
"5714","EU935740","Hirschia_baltica_ATCC_49814_",86,0,"0",3187,"44048",0
"5715","EU935738","Hirschia_baltica_ATCC_49814_",55,0,"0",3187,"44048",0
"5716","NZ_HG941719.1","Hirschia_baltica_ATCC_49814_",44,0,"0",3187,"44048",0
"5717","EU935739","Rubidibacter_lacunae_KORDI_51-2_",84,0,"0",3457,"56873",0
"5718","EU935740","Rubidibacter_lacunae_KORDI_51-2_",86,0,"0",3457,"56873",0
"5719","EU935738","Rubidibacter_lacunae_KORDI_51-2_",55,0,"0",3457,"56873",0
"5720","NZ_HG941719.1","Rubidibacter_lacunae_KORDI_51-2_",44,0,"0",3457,"56873",0
"5721","EU935739","Methylovorus_glucosetrophus_SIP3-4_",84,0,"0",2831,"38795",0
"5722","EU935740","Methylovorus_glucosetrophus_SIP3-4_",86,0,"0",2831,"38795",0
"5723","EU935738","Methylovorus_glucosetrophus_SIP3-4_",55,0,"0",2831,"38795",0
"5724","NZ_HG941719.1","Methylovorus_glucosetrophus_SIP3-4_",44,0,"0",2831,"38795",0
"5725","EU935739","Hyphomicrobium_denitrificans_ATCC_51888_",84,0,"0",3571,"44532",0
"5726","EU935740","Hyphomicrobium_denitrificans_ATCC_51888_",86,0,"0",3571,"44532",0
"5727","EU935738","Hyphomicrobium_denitrificans_ATCC_51888_",55,0,"0",3571,"44532",0
"5728","NZ_HG941719.1","Hyphomicrobium_denitrificans_ATCC_51888_",44,0,"0",3571,"44532",0
"5729","EU935739","Methylotenera_mobilis_JLW8_",84,0,"0",2338,"30298",0
"5730","EU935740","Methylotenera_mobilis_JLW8_",86,0,"0",2338,"30298",0
"5731","EU935738","Methylotenera_mobilis_JLW8_",55,0,"0",2338,"30298",0
"5732","NZ_HG941719.1","Methylotenera_mobilis_JLW8_",44,0,"0",2338,"30298",0
"5733","EU935739","Coraliomargarita_akajimensis_DSM_45221_",84,0,"0",3126,"32115",0
"5734","EU935740","Coraliomargarita_akajimensis_DSM_45221_",86,0,"0",3126,"32115",0
"5735","EU935738","Coraliomargarita_akajimensis_DSM_45221_",55,0,"0",3126,"32115",0
"5736","NZ_HG941719.1","Coraliomargarita_akajimensis_DSM_45221_",44,0,"0",3126,"32115",0
"5737","EU935739","Aminomonas_paucivorans_DSM_12260_",84,0,"0",2405,"46909",0
"5738","EU935740","Aminomonas_paucivorans_DSM_12260_",86,0,"0",2405,"46909",0
"5739","EU935738","Aminomonas_paucivorans_DSM_12260_",55,0,"0",2405,"46909",0
"5740","NZ_HG941719.1","Aminomonas_paucivorans_DSM_12260_",44,0,"0",2405,"46909",0
"5741","EU935739","Mobiluncus_curtisii_subsp._curtisii_ATCC_35241_",84,57,"54",1894,"35130",0.029
"5742","EU935740","Mobiluncus_curtisii_subsp._curtisii_ATCC_35241_",86,39,"38",1894,"35130",0.02
"5743","EU935738","Mobiluncus_curtisii_subsp._curtisii_ATCC_35241_",55,39,"38",1894,"35130",0.02
"5744","NZ_HG941719.1","Mobiluncus_curtisii_subsp._curtisii_ATCC_35241_",44,52,"49",1894,"35130",0.027
"5745","EU935739","Mobiluncus_mulieris_ATCC_35243_",84,40,"39",2300,"37433",0.017
"5746","EU935740","Mobiluncus_mulieris_ATCC_35243_",86,0,"0",2300,"37433",0
"5747","EU935738","Mobiluncus_mulieris_ATCC_35243_",55,0,"0",2300,"37433",0
"5748","NZ_HG941719.1","Mobiluncus_mulieris_ATCC_35243_",44,0,"0",2300,"37433",0
"5749","EU935739","Streptococcus_mitis_SK321_",84,0,"0",1757,"27567",0
"5750","EU935740","Streptococcus_mitis_SK321_",86,0,"0",1757,"27567",0
"5751","EU935738","Streptococcus_mitis_SK321_",55,0,"0",1757,"27567",0
"5752","NZ_HG941719.1","Streptococcus_mitis_SK321_",44,0,"0",1757,"27567",0
"5753","EU935739","Streptococcus_mitis_SK564_",84,0,"0",1893,"29636",0
"5754","EU935740","Streptococcus_mitis_SK564_",86,0,"0",1893,"29636",0
"5755","EU935738","Streptococcus_mitis_SK564_",55,0,"0",1893,"29636",0
"5756","NZ_HG941719.1","Streptococcus_mitis_SK564_",44,0,"0",1893,"29636",0
"5757","EU935739","Streptococcus_mitis_SK597_",84,0,"0",1871,"29025",0
"5758","EU935740","Streptococcus_mitis_SK597_",86,0,"0",1871,"29025",0
"5759","EU935738","Streptococcus_mitis_SK597_",55,0,"0",1871,"29025",0
"5760","NZ_HG941719.1","Streptococcus_mitis_SK597_",44,0,"0",1871,"29025",0
"5761","EU935739","Roseburia_hominis_A2-183_",84,0,"0",3373,"42534",0
"5762","EU935740","Roseburia_hominis_A2-183_",86,0,"0",3373,"42534",0
"5763","EU935738","Roseburia_hominis_A2-183_",55,0,"0",3373,"42534",0
"5764","NZ_HG941719.1","Roseburia_hominis_A2-183_",44,0,"0",3373,"42534",0
"5765","EU935739","Synechococcus_sp._KORDI-49_",84,0,"0",2736,"29836",0
"5766","EU935740","Synechococcus_sp._KORDI-49_",86,0,"0",2736,"29836",0
"5767","EU935738","Synechococcus_sp._KORDI-49_",55,0,"0",2736,"29836",0
"5768","NZ_HG941719.1","Synechococcus_sp._KORDI-49_",44,0,"0",2736,"29836",0
"5769","EU935739","Synechococcus_sp._KORDI-52_",84,0,"0",2820,"28170",0
"5770","EU935740","Synechococcus_sp._KORDI-52_",86,0,"0",2820,"28170",0
"5771","EU935738","Synechococcus_sp._KORDI-52_",55,0,"0",2820,"28170",0
"5772","NZ_HG941719.1","Synechococcus_sp._KORDI-52_",44,0,"0",2820,"28170",0
"5773","EU935739","Oribacterium_sinus_F0268_",84,58,"56",2638,"36431",0.021
"5774","EU935740","Oribacterium_sinus_F0268_",86,0,"0",2638,"36431",0
"5775","EU935738","Oribacterium_sinus_F0268_",55,0,"0",2638,"36431",0
"5776","NZ_HG941719.1","Oribacterium_sinus_F0268_",44,5,"4",2638,"36431",0.002
"5777","EU935739","Prevotella_bergensis_DSM_17361_",84,94,"115",2825,"34256",0.032
"5778","EU935740","Prevotella_bergensis_DSM_17361_",86,94,"199",2825,"34256",0.032
"5779","EU935738","Prevotella_bergensis_DSM_17361_",55,77,"100",2825,"34256",0.027
"5780","NZ_HG941719.1","Prevotella_bergensis_DSM_17361_",44,86,"169",2825,"34256",0.03
"5781","EU935739","Selenomonas_noxia_ATCC_43541_",84,12,"11",2020,"36642",0.006
"5782","EU935740","Selenomonas_noxia_ATCC_43541_",86,37,"35",2020,"36642",0.018
"5783","EU935738","Selenomonas_noxia_ATCC_43541_",55,0,"0",2020,"36642",0
"5784","NZ_HG941719.1","Selenomonas_noxia_ATCC_43541_",44,12,"11",2020,"36642",0.006
"5785","EU935739","Weissella_paramesenteroides_ATCC_33313_",84,15,"14",1952,"22582",0.007
"5786","EU935740","Weissella_paramesenteroides_ATCC_33313_",86,0,"0",1952,"22582",0
"5787","EU935738","Weissella_paramesenteroides_ATCC_33313_",55,0,"0",1952,"22582",0
"5788","NZ_HG941719.1","Weissella_paramesenteroides_ATCC_33313_",44,0,"0",1952,"22582",0
"5789","EU935739","Lactobacillus_amylolyticus_DSM_11664_",84,85,"82",1684,"19247",0.048
"5790","EU935740","Lactobacillus_amylolyticus_DSM_11664_",86,69,"67",1684,"19247",0.039
"5791","EU935738","Lactobacillus_amylolyticus_DSM_11664_",55,69,"67",1684,"19247",0.04
"5792","NZ_HG941719.1","Lactobacillus_amylolyticus_DSM_11664_",44,69,"67",1684,"19247",0.04
"5793","EU935739","Corynebacterium_genitalium_ATCC_33030_",84,0,"0",2226,"34295",0
"5794","EU935740","Corynebacterium_genitalium_ATCC_33030_",86,0,"0",2226,"34295",0
"5795","EU935738","Corynebacterium_genitalium_ATCC_33030_",55,0,"0",2226,"34295",0
"5796","NZ_HG941719.1","Corynebacterium_genitalium_ATCC_33030_",44,0,"0",2226,"34295",0
"5797","EU935739","Brevibacterium_mcbrellneri_ATCC_49030_",84,51,"48",2434,"38121",0.02
"5798","EU935740","Brevibacterium_mcbrellneri_ATCC_49030_",86,43,"41",2434,"38121",0.017
"5799","EU935738","Brevibacterium_mcbrellneri_ATCC_49030_",55,49,"46",2434,"38121",0.02
"5800","NZ_HG941719.1","Brevibacterium_mcbrellneri_ATCC_49030_",44,47,"45",2434,"38121",0.019
"5801","EU935739","Aeromicrobium_marinum_DSM_15272_",84,0,"0",3081,"54805",0
"5802","EU935740","Aeromicrobium_marinum_DSM_15272_",86,0,"0",3081,"54805",0
"5803","EU935738","Aeromicrobium_marinum_DSM_15272_",55,0,"0",3081,"54805",0
"5804","NZ_HG941719.1","Aeromicrobium_marinum_DSM_15272_",44,0,"0",3081,"54805",0
"5805","EU935739","Bacteroides_sp._D20_",84,44,"42",3652,"58358",0.012
"5806","EU935740","Bacteroides_sp._D20_",86,35,"34",3652,"58358",0.009
"5807","EU935738","Bacteroides_sp._D20_",55,35,"34",3652,"58358",0.009
"5808","NZ_HG941719.1","Bacteroides_sp._D20_",44,0,"0",3652,"58358",0
"5809","EU935739","Oceanobacillus_manasiensis_",84,0,"0",3757,"58932",0
"5810","EU935740","Oceanobacillus_manasiensis_",86,0,"0",3757,"58932",0
"5811","EU935738","Oceanobacillus_manasiensis_",55,0,"0",3757,"58932",0
"5812","NZ_HG941719.1","Oceanobacillus_manasiensis_",44,0,"0",3757,"58932",0
"5813","EU935739","Terribacillus_aidingensis_",84,0,"0",3230,"40427",0
"5814","EU935740","Terribacillus_aidingensis_",86,0,"0",3230,"40427",0
"5815","EU935738","Terribacillus_aidingensis_",55,0,"0",3230,"40427",0
"5816","NZ_HG941719.1","Terribacillus_aidingensis_",44,0,"0",3230,"40427",0
"5817","EU935739","Pseudomonas_chlororaphis_",84,0,"0",6186,"79867",0
"5818","EU935740","Pseudomonas_chlororaphis_",86,0,"0",6186,"79867",0
"5819","EU935738","Pseudomonas_chlororaphis_",55,0,"0",6186,"79867",0
"5820","NZ_HG941719.1","Pseudomonas_chlororaphis_",44,0,"0",6186,"79867",0
"5821","EU935739","[Clostridium]_papyrosolvens_DSM_2782_",84,0,"0",4176,"72270",0
"5822","EU935740","[Clostridium]_papyrosolvens_DSM_2782_",86,0,"0",4176,"72270",0
"5823","EU935738","[Clostridium]_papyrosolvens_DSM_2782_",55,0,"0",4176,"72270",0
"5824","NZ_HG941719.1","[Clostridium]_papyrosolvens_DSM_2782_",44,0,"0",4176,"72270",0
"5825","EU935739","Brevundimonas_naejangsanensis_",84,0,"0",2712,"36435",0
"5826","EU935740","Brevundimonas_naejangsanensis_",86,0,"0",2712,"36435",0
"5827","EU935738","Brevundimonas_naejangsanensis_",55,0,"0",2712,"36435",0
"5828","NZ_HG941719.1","Brevundimonas_naejangsanensis_",44,0,"0",2712,"36435",0
"5829","EU935739","Desulfurivibrio_alkaliphilus_AHT2_",84,11,"10",2620,"36036",0.004
"5830","EU935740","Desulfurivibrio_alkaliphilus_AHT2_",86,0,"0",2620,"36036",0
"5831","EU935738","Desulfurivibrio_alkaliphilus_AHT2_",55,0,"0",2620,"36036",0
"5832","NZ_HG941719.1","Desulfurivibrio_alkaliphilus_AHT2_",44,0,"0",2620,"36036",0
"5833","EU935739","Alteromonas_australica_",84,15,"14",3445,"47412",0.004
"5834","EU935740","Alteromonas_australica_",86,0,"0",3445,"47412",0
"5835","EU935738","Alteromonas_australica_",55,0,"0",3445,"47412",0
"5836","NZ_HG941719.1","Alteromonas_australica_",44,0,"0",3445,"47412",0
"5837","EU935739","Dickeya_dadantii_Ech586_",84,33,"31",4146,"55020",0.008
"5838","EU935740","Dickeya_dadantii_Ech586_",86,0,"0",4146,"55020",0
"5839","EU935738","Dickeya_dadantii_Ech586_",55,0,"0",4146,"55020",0
"5840","NZ_HG941719.1","Dickeya_dadantii_Ech586_",44,3,"2",4146,"55020",0.001
"5841","EU935739","Cellulomonas_fimi_ATCC_484_",84,0,"0",3764,"44614",0
"5842","EU935740","Cellulomonas_fimi_ATCC_484_",86,0,"0",3764,"44614",0
"5843","EU935738","Cellulomonas_fimi_ATCC_484_",55,0,"0",3764,"44614",0
"5844","NZ_HG941719.1","Cellulomonas_fimi_ATCC_484_",44,0,"0",3764,"44614",0
"5845","EU935739","Acidaminococcus_fermentans_DSM_20731_",84,0,"0",2029,"23343",0
"5846","EU935740","Acidaminococcus_fermentans_DSM_20731_",86,0,"0",2029,"23343",0
"5847","EU935738","Acidaminococcus_fermentans_DSM_20731_",55,0,"0",2029,"23343",0
"5848","NZ_HG941719.1","Acidaminococcus_fermentans_DSM_20731_",44,0,"0",2029,"23343",0
"5849","EU935739","Actinobacillus_minor_202_",84,81,"78",2049,"31124",0.038
"5850","EU935740","Actinobacillus_minor_202_",86,0,"0",2049,"31124",0
"5851","EU935738","Actinobacillus_minor_202_",55,0,"0",2049,"31124",0
"5852","NZ_HG941719.1","Actinobacillus_minor_202_",44,0,"0",2049,"31124",0
"5853","EU935739","Streptomyces_sp._SPB78_",84,0,"0",6412,"84057",0
"5854","EU935740","Streptomyces_sp._SPB78_",86,0,"0",6412,"84057",0
"5855","EU935738","Streptomyces_sp._SPB78_",55,0,"0",6412,"84057",0
"5856","NZ_HG941719.1","Streptomyces_sp._SPB78_",44,0,"0",6412,"84057",0
"5857","EU935739","Streptomyces_sp._AA4_",84,0,"0",8431,"117959",0
"5858","EU935740","Streptomyces_sp._AA4_",86,0,"0",8431,"117959",0
"5859","EU935738","Streptomyces_sp._AA4_",55,0,"0",8431,"117959",0
"5860","NZ_HG941719.1","Streptomyces_sp._AA4_",44,0,"0",8431,"117959",0
"5861","EU935739","Streptomyces_viridochromogenes_DSM_40736_",84,0,"0",7628,"142351",0
"5862","EU935740","Streptomyces_viridochromogenes_DSM_40736_",86,0,"0",7628,"142351",0
"5863","EU935738","Streptomyces_viridochromogenes_DSM_40736_",55,0,"0",7628,"142351",0
"5864","NZ_HG941719.1","Streptomyces_viridochromogenes_DSM_40736_",44,0,"0",7628,"142351",0
"5865","EU935739","Streptomyces_pratensis_ATCC_33331_",84,0,"0",6470,"74918",0
"5866","EU935740","Streptomyces_pratensis_ATCC_33331_",86,0,"0",6470,"74918",0
"5867","EU935738","Streptomyces_pratensis_ATCC_33331_",55,0,"0",6470,"74918",0
"5868","NZ_HG941719.1","Streptomyces_pratensis_ATCC_33331_",44,0,"0",6470,"74918",0
"5869","EU935739","Abiotrophia_defectiva_ATCC_49176_",84,0,"0",1950,"32289",0
"5870","EU935740","Abiotrophia_defectiva_ATCC_49176_",86,0,"0",1950,"32289",0
"5871","EU935738","Abiotrophia_defectiva_ATCC_49176_",55,0,"0",1950,"32289",0
"5872","NZ_HG941719.1","Abiotrophia_defectiva_ATCC_49176_",44,0,"0",1950,"32289",0
"5873","EU935739","Anaerobaculum_hydrogeniformans_ATCC_BAA-1850_",84,0,"0",2500,"51492",0
"5874","EU935740","Anaerobaculum_hydrogeniformans_ATCC_BAA-1850_",86,0,"0",2500,"51492",0
"5875","EU935738","Anaerobaculum_hydrogeniformans_ATCC_BAA-1850_",55,0,"0",2500,"51492",0
"5876","NZ_HG941719.1","Anaerobaculum_hydrogeniformans_ATCC_BAA-1850_",44,0,"0",2500,"51492",0
"5877","EU935739","Catonella_morbi_ATCC_51271_",84,0,"0",3291,"48185",0
"5878","EU935740","Catonella_morbi_ATCC_51271_",86,0,"0",3291,"48185",0
"5879","EU935738","Catonella_morbi_ATCC_51271_",55,0,"0",3291,"48185",0
"5880","NZ_HG941719.1","Catonella_morbi_ATCC_51271_",44,0,"0",3291,"48185",0
"5881","EU935739","Clostridium_botulinum_D_str._1873_",84,6,"5",2117,"43196",0.003
"5882","EU935740","Clostridium_botulinum_D_str._1873_",86,0,"0",2117,"43196",0
"5883","EU935738","Clostridium_botulinum_D_str._1873_",55,0,"0",2117,"43196",0
"5884","NZ_HG941719.1","Clostridium_botulinum_D_str._1873_",44,6,"5",2117,"43196",0.003
"5885","EU935739","Dialister_invisus_DSM_15470_",84,0,"0",1954,"31528",0
"5886","EU935740","Dialister_invisus_DSM_15470_",86,0,"0",1954,"31528",0
"5887","EU935738","Dialister_invisus_DSM_15470_",55,0,"0",1954,"31528",0
"5888","NZ_HG941719.1","Dialister_invisus_DSM_15470_",44,0,"0",1954,"31528",0
"5889","EU935739","Nonlabens_dokdonensis_DSW-6_",84,40,"38",3622,"33652",0.011
"5890","EU935740","Nonlabens_dokdonensis_DSW-6_",86,0,"0",3622,"33652",0
"5891","EU935738","Nonlabens_dokdonensis_DSW-6_",55,27,"26",3622,"33652",0.007
"5892","NZ_HG941719.1","Nonlabens_dokdonensis_DSW-6_",44,0,"0",3622,"33652",0
"5893","EU935739","Eubacterium_saphenum_ATCC_49989_",84,0,"0",954,"15319",0
"5894","EU935740","Eubacterium_saphenum_ATCC_49989_",86,0,"0",954,"15319",0
"5895","EU935738","Eubacterium_saphenum_ATCC_49989_",55,0,"0",954,"15319",0
"5896","NZ_HG941719.1","Eubacterium_saphenum_ATCC_49989_",44,0,"0",954,"15319",0
"5897","EU935739","Pantoea_sp._At-9b_",84,17,"16",4076,"54807",0.004
"5898","EU935740","Pantoea_sp._At-9b_",86,0,"0",4076,"54807",0
"5899","EU935738","Pantoea_sp._At-9b_",55,0,"0",4076,"54807",0
"5900","NZ_HG941719.1","Pantoea_sp._At-9b_",44,0,"0",4076,"54807",0
"5901","EU935739","Pantoea_sp._Sc1_",84,27,"25",4061,"64850",0.007
"5902","EU935740","Pantoea_sp._Sc1_",86,3,"2",4061,"64850",0.001
"5903","EU935738","Pantoea_sp._Sc1_",55,3,"2",4061,"64850",0.001
"5904","NZ_HG941719.1","Pantoea_sp._Sc1_",44,3,"2",4061,"64850",0.001
"5905","EU935739","[Cellvibrio]_gilvus_ATCC_13127_",84,0,"0",3171,"35817",0
"5906","EU935740","[Cellvibrio]_gilvus_ATCC_13127_",86,0,"0",3171,"35817",0
"5907","EU935738","[Cellvibrio]_gilvus_ATCC_13127_",55,0,"0",3171,"35817",0
"5908","NZ_HG941719.1","[Cellvibrio]_gilvus_ATCC_13127_",44,0,"0",3171,"35817",0
"5909","EU935739","Rhodopirellula_sp._SWK7_",84,8,"7",7239,"111316",0.001
"5910","EU935740","Rhodopirellula_sp._SWK7_",86,0,"0",7239,"111316",0
"5911","EU935738","Rhodopirellula_sp._SWK7_",55,0,"0",7239,"111316",0
"5912","NZ_HG941719.1","Rhodopirellula_sp._SWK7_",44,0,"0",7239,"111316",0
"5913","EU935739","Tolumonas_auensis_DSM_9187_",84,24,"22",3133,"45629",0.007
"5914","EU935740","Tolumonas_auensis_DSM_9187_",86,0,"0",3133,"45629",0
"5915","EU935738","Tolumonas_auensis_DSM_9187_",55,0,"0",3133,"45629",0
"5916","NZ_HG941719.1","Tolumonas_auensis_DSM_9187_",44,5,"4",3133,"45629",0.002
"5917","EU935739","Methylosinus_trichosporium_OB3b_",84,12,"11",4270,"53205",0.003
"5918","EU935740","Methylosinus_trichosporium_OB3b_",86,12,"11",4270,"53205",0.003
"5919","EU935738","Methylosinus_trichosporium_OB3b_",55,24,"22",4270,"53205",0.006
"5920","NZ_HG941719.1","Methylosinus_trichosporium_OB3b_",44,24,"22",4270,"53205",0.006
"5921","EU935739","Variovorax_paradoxus_EPS_",84,0,"0",5956,"84127",0
"5922","EU935740","Variovorax_paradoxus_EPS_",86,0,"0",5956,"84127",0
"5923","EU935738","Variovorax_paradoxus_EPS_",55,0,"0",5956,"84127",0
"5924","NZ_HG941719.1","Variovorax_paradoxus_EPS_",44,0,"0",5956,"84127",0
"5925","EU935739","Arthrobacter_sp._A3_",84,0,"0",4040,"40175",0
"5926","EU935740","Arthrobacter_sp._A3_",86,0,"0",4040,"40175",0
"5927","EU935738","Arthrobacter_sp._A3_",55,0,"0",4040,"40175",0
"5928","NZ_HG941719.1","Arthrobacter_sp._A3_",44,0,"0",4040,"40175",0
"5929","EU935739","Desulfovibrio_fructosivorans_JJ_",84,0,"0",4159,"107938",0
"5930","EU935740","Desulfovibrio_fructosivorans_JJ_",86,0,"0",4159,"107938",0
"5931","EU935738","Desulfovibrio_fructosivorans_JJ_",55,0,"0",4159,"107938",0
"5932","NZ_HG941719.1","Desulfovibrio_fructosivorans_JJ_",44,0,"0",4159,"107938",0
"5933","EU935739","Desulfovibrio_sp._U5L_",84,0,"0",4001,"102363",0
"5934","EU935740","Desulfovibrio_sp._U5L_",86,0,"0",4001,"102363",0
"5935","EU935738","Desulfovibrio_sp._U5L_",55,0,"0",4001,"102363",0
"5936","NZ_HG941719.1","Desulfovibrio_sp._U5L_",44,0,"0",4001,"102363",0
"5937","EU935739","Alicycliphilus_denitrificans_BC_",84,0,"0",4474,"68962",0
"5938","EU935740","Alicycliphilus_denitrificans_BC_",86,0,"0",4474,"68962",0
"5939","EU935738","Alicycliphilus_denitrificans_BC_",55,0,"0",4474,"68962",0
"5940","NZ_HG941719.1","Alicycliphilus_denitrificans_BC_",44,0,"0",4474,"68962",0
"5941","EU935739","Alicycliphilus_denitrificans_K601_",84,0,"0",4696,"80783",0
"5942","EU935740","Alicycliphilus_denitrificans_K601_",86,0,"0",4696,"80783",0
"5943","EU935738","Alicycliphilus_denitrificans_K601_",55,0,"0",4696,"80783",0
"5944","NZ_HG941719.1","Alicycliphilus_denitrificans_K601_",44,0,"0",4696,"80783",0
"5945","EU935739","Peptostreptococcus_stomatis_DSM_17678_",84,0,"0",1600,"24121",0
"5946","EU935740","Peptostreptococcus_stomatis_DSM_17678_",86,2,"1",1600,"24121",0.001
"5947","EU935738","Peptostreptococcus_stomatis_DSM_17678_",55,26,"25",1600,"24121",0.016
"5948","NZ_HG941719.1","Peptostreptococcus_stomatis_DSM_17678_",44,28,"26",1600,"24121",0.017
"5949","EU935739","Staphylococcus_warneri_L37603_",84,31,"30",2381,"41562",0.013
"5950","EU935740","Staphylococcus_warneri_L37603_",86,0,"0",2381,"41562",0
"5951","EU935738","Staphylococcus_warneri_L37603_",55,4,"3",2381,"41562",0.002
"5952","NZ_HG941719.1","Staphylococcus_warneri_L37603_",44,35,"33",2381,"41562",0.014
"5953","EU935739","Neisseria_flavescens_SK114_",84,16,"14",2338,"32172",0.007
