"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions","Jaccard"
"331","NZ_KX523901.1","Campylobacter_sputorum_biovar_sputorum_","12","0","0","1919","32699",NA
"332","MT441554.1","Campylobacter_sputorum_biovar_sputorum_","18","0","0","1919","32699",NA
"333","JN626286.1","Pseudomonas_stutzeri_ATCC_14405_=_CCUG_16156_","37","0","0","4126","79147",NA
"334","LN864819.1","Pseudomonas_stutzeri_ATCC_14405_=_CCUG_16156_","57","0","0","4126","79147",NA
"335","NZ_KX523901.1","Pseudomonas_stutzeri_ATCC_14405_=_CCUG_16156_","12","0","0","4126","79147",NA
"336","MT441554.1","Pseudomonas_stutzeri_ATCC_14405_=_CCUG_16156_","18","28","27","4126","79147",NA
"337","JN626286.1","Synechococcus_sp._PCC_7002_","37","28","27","2862","44714",NA
"338","LN864819.1","Synechococcus_sp._PCC_7002_","57","46","47","2862","44714",NA
"339","NZ_KX523901.1","Synechococcus_sp._PCC_7002_","12","0","0","2862","44714",NA
"340","MT441554.1","Synechococcus_sp._PCC_7002_","18","0","0","2862","44714",NA
"341","JN626286.1","Synechococcus_sp._WH_7803_","37","36","36","2533","29704",NA
"342","LN864819.1","Synechococcus_sp._WH_7803_","57","36","36","2533","29704",NA
"343","NZ_KX523901.1","Synechococcus_sp._WH_7803_","12","54","66","2533","29704",NA
"344","MT441554.1","Synechococcus_sp._WH_7803_","18","54","66","2533","29704",NA
"345","JN626286.1","Calothrix_sp._PCC_7103_","37","0","0","10163","195022",NA
"346","LN864819.1","Calothrix_sp._PCC_7103_","57","0","0","10163","195022",NA
"347","NZ_KX523901.1","Calothrix_sp._PCC_7103_","12","0","0","10163","195022",NA
"348","MT441554.1","Calothrix_sp._PCC_7103_","18","0","0","10163","195022",NA
"349","JN626286.1","Blautia_producta_","37","0","0","5212","97062",NA
"350","LN864819.1","Blautia_producta_","57","0","0","5212","97062",NA
"351","NZ_KX523901.1","Blautia_producta_","12","0","0","5212","97062",NA
"352","MT441554.1","Blautia_producta_","18","0","0","5212","97062",NA
"353","JN626286.1","Catenuloplanes_japonicus_","37","0","0","9539","150948",NA
"354","LN864819.1","Catenuloplanes_japonicus_","57","0","0","9539","150948",NA
"355","NZ_KX523901.1","Catenuloplanes_japonicus_","12","0","0","9539","150948",NA
"356","MT441554.1","Catenuloplanes_japonicus_","18","0","0","9539","150948",NA
"357","JN626286.1","Streptomyces_galbus_","37","0","0","8622","153227",NA
"358","LN864819.1","Streptomyces_galbus_","57","0","0","8622","153227",NA
"359","NZ_KX523901.1","Streptomyces_galbus_","12","0","0","8622","153227",NA
"360","MT441554.1","Streptomyces_galbus_","18","0","0","8622","153227",NA
"361","JN626286.1","Bifidobacterium_thermophilum_","37","0","0","1700","21892",NA
"362","LN864819.1","Bifidobacterium_thermophilum_","57","0","0","1700","21892",NA
"363","NZ_KX523901.1","Bifidobacterium_thermophilum_","12","0","0","1700","21892",NA
"364","MT441554.1","Bifidobacterium_thermophilum_","18","0","0","1700","21892",NA
"365","JN626286.1","Paracoccus_versutus_","37","59","58","4845","105603",NA
"366","LN864819.1","Paracoccus_versutus_","57","59","58","4845","105603",NA
"367","NZ_KX523901.1","Paracoccus_versutus_","12","0","0","4845","105603",NA
"368","MT441554.1","Paracoccus_versutus_","18","0","0","4845","105603",NA
"369","JN626286.1","Citrobacter_amalonaticus_","37","34","33","4851","69006",NA
"370","LN864819.1","Citrobacter_amalonaticus_","57","34","33","4851","69006",NA
"371","NZ_KX523901.1","Citrobacter_amalonaticus_","12","0","0","4851","69006",NA
"372","MT441554.1","Citrobacter_amalonaticus_","18","22","21","4851","69006",NA
"373","JN626286.1","Dactylosporangium_aurantiacum_","37","0","0","10074","197588",NA
"374","LN864819.1","Dactylosporangium_aurantiacum_","57","0","0","10074","197588",NA
"375","NZ_KX523901.1","Dactylosporangium_aurantiacum_","12","0","0","10074","197588",NA
"376","MT441554.1","Dactylosporangium_aurantiacum_","18","0","0","10074","197588",NA
"377","JN626286.1","Bifidobacterium_choerinum_","37","0","0","1672","23544",NA
"378","LN864819.1","Bifidobacterium_choerinum_","57","0","0","1672","23544",NA
"379","NZ_KX523901.1","Bifidobacterium_choerinum_","12","0","0","1672","23544",NA
"380","MT441554.1","Bifidobacterium_choerinum_","18","11","10","1672","23544",NA
"381","JN626286.1","Bacillus_thermoamylovorans_","37","120","119","3443","58103",NA
"382","LN864819.1","Bacillus_thermoamylovorans_","57","120","119","3443","58103",NA
"383","NZ_KX523901.1","Bacillus_thermoamylovorans_","12","62","61","3443","58103",NA
"384","MT441554.1","Bacillus_thermoamylovorans_","18","90","94","3443","58103",NA
"385","JN626286.1","Mycobacterium_abscessus_","37","105","107","4942","81399",NA
"386","LN864819.1","Mycobacterium_abscessus_","57","105","107","4942","81399",NA
"387","NZ_KX523901.1","Mycobacterium_abscessus_","12","77","76","4942","81399",NA
"388","MT441554.1","Mycobacterium_abscessus_","18","77","76","4942","81399",NA
"389","JN626286.1","Porphyromonas_cangingivalis_","37","0","0","1708","22290",NA
"390","LN864819.1","Porphyromonas_cangingivalis_","57","0","0","1708","22290",NA
"391","NZ_KX523901.1","Porphyromonas_cangingivalis_","12","0","0","1708","22290",NA
"392","MT441554.1","Porphyromonas_cangingivalis_","18","0","0","1708","22290",NA
"393","JN626286.1","Porphyromonas_canoris_","37","0","0","1708","23044",NA
"394","LN864819.1","Porphyromonas_canoris_","57","0","0","1708","23044",NA
"395","NZ_KX523901.1","Porphyromonas_canoris_","12","0","0","1708","23044",NA
"396","MT441554.1","Porphyromonas_canoris_","18","0","0","1708","23044",NA
"397","JN626286.1","Clostridium_algidicarnis_","37","0","0","2820","49949",NA
"398","LN864819.1","Clostridium_algidicarnis_","57","0","0","2820","49949",NA
"399","NZ_KX523901.1","Clostridium_algidicarnis_","12","0","0","2820","49949",NA
"400","MT441554.1","Clostridium_algidicarnis_","18","0","0","2820","49949",NA
"401","JN626286.1","Candidatus_Phytoplasma_mali_","37","0","0","515","11257",NA
"402","LN864819.1","Candidatus_Phytoplasma_mali_","57","0","0","515","11257",NA
"403","NZ_KX523901.1","Candidatus_Phytoplasma_mali_","12","0","0","515","11257",NA
"404","MT441554.1","Candidatus_Phytoplasma_mali_","18","0","0","515","11257",NA
"405","JN626286.1","Rhodococcus_opacus_","37","93","92","7208","145942",NA
"406","LN864819.1","Rhodococcus_opacus_","57","93","92","7208","145942",NA
"407","NZ_KX523901.1","Rhodococcus_opacus_","12","93","92","7208","145942",NA
"408","MT441554.1","Rhodococcus_opacus_","18","134","144","7208","145942",NA
"409","JN626286.1","Streptococcus_equi_subsp._zooepidemicus_","37","0","0","1880","26363",NA
"410","LN864819.1","Streptococcus_equi_subsp._zooepidemicus_","57","0","0","1880","26363",NA
"411","NZ_KX523901.1","Streptococcus_equi_subsp._zooepidemicus_","12","0","0","1880","26363",NA
"412","MT441554.1","Streptococcus_equi_subsp._zooepidemicus_","18","0","0","1880","26363",NA
"413","JN626286.1","Acinetobacter_junii_","37","0","0","3465","34074",NA
"414","LN864819.1","Acinetobacter_junii_","57","0","0","3465","34074",NA
"415","NZ_KX523901.1","Acinetobacter_junii_","12","0","0","3465","34074",NA
"416","MT441554.1","Acinetobacter_junii_","18","18","17","3465","34074",NA
"417","JN626286.1","Acinetobacter_sp._CIP-A165_","37","0","0","3379","42624",NA
"418","LN864819.1","Acinetobacter_sp._CIP-A165_","57","0","0","3379","42624",NA
"419","NZ_KX523901.1","Acinetobacter_sp._CIP-A165_","12","0","0","3379","42624",NA
"420","MT441554.1","Acinetobacter_sp._CIP-A165_","18","21","20","3379","42624",NA
"421","JN626286.1","Lentzea_albidocapillata_","37","0","0","8082","139899",NA
"422","LN864819.1","Lentzea_albidocapillata_","57","0","0","8082","139899",NA
"423","NZ_KX523901.1","Lentzea_albidocapillata_","12","0","0","8082","139899",NA
"424","MT441554.1","Lentzea_albidocapillata_","18","18","17","8082","139899",NA
"425","JN626286.1","Cyanothece_sp._PCC_8801_","37","25","24","4304","55655",NA
"426","LN864819.1","Cyanothece_sp._PCC_8801_","57","25","24","4304","55655",NA
"427","NZ_KX523901.1","Cyanothece_sp._PCC_8801_","12","0","0","4304","55655",NA
"428","MT441554.1","Cyanothece_sp._PCC_8801_","18","0","0","4304","55655",NA
"429","JN626286.1","Rubrobacter_radiotolerans_","37","20","19","3161","30884",NA
"430","LN864819.1","Rubrobacter_radiotolerans_","57","20","19","3161","30884",NA
"431","NZ_KX523901.1","Rubrobacter_radiotolerans_","12","0","0","3161","30884",NA
"432","MT441554.1","Rubrobacter_radiotolerans_","18","0","0","3161","30884",NA
"433","JN626286.1","Halomonas_salina_","37","24","23","2897","42459",NA
"434","LN864819.1","Halomonas_salina_","57","24","23","2897","42459",NA
"435","NZ_KX523901.1","Halomonas_salina_","12","0","0","2897","42459",NA
"436","MT441554.1","Halomonas_salina_","18","23","22","2897","42459",NA
"437","JN626286.1","Prauserella_rugosa_","37","0","0","4810","83878",NA
"438","LN864819.1","Prauserella_rugosa_","57","0","0","4810","83878",NA
"439","NZ_KX523901.1","Prauserella_rugosa_","12","0","0","4810","83878",NA
"440","MT441554.1","Prauserella_rugosa_","18","0","0","4810","83878",NA
"441","JN626286.1","Streptomyces_wedmorensis_","37","0","0","8186","133581",NA
"442","LN864819.1","Streptomyces_wedmorensis_","57","0","0","8186","133581",NA
"443","NZ_KX523901.1","Streptomyces_wedmorensis_","12","0","0","8186","133581",NA
"444","MT441554.1","Streptomyces_wedmorensis_","18","0","0","8186","133581",NA
"445","JN626286.1","Cyanothece_sp._ATCC_51142_","37","56","55","5239","65980",NA
"446","LN864819.1","Cyanothece_sp._ATCC_51142_","57","82","82","5239","65980",NA
"447","NZ_KX523901.1","Cyanothece_sp._ATCC_51142_","12","35","34","5239","65980",NA
"448","MT441554.1","Cyanothece_sp._ATCC_51142_","18","35","34","5239","65980",NA
"449","JN626286.1","Streptomyces_megasporus_","37","0","0","5279","81368",NA
"450","LN864819.1","Streptomyces_megasporus_","57","0","0","5279","81368",NA
"451","NZ_KX523901.1","Streptomyces_megasporus_","12","0","0","5279","81368",NA
"452","MT441554.1","Streptomyces_megasporus_","18","0","0","5279","81368",NA
"453","JN626286.1","Paenibacillus_durus_","37","28","27","4695","74414",NA
"454","LN864819.1","Paenibacillus_durus_","57","28","27","4695","74414",NA
"455","NZ_KX523901.1","Paenibacillus_durus_","12","0","0","4695","74414",NA
"456","MT441554.1","Paenibacillus_durus_","18","0","0","4695","74414",NA
"457","JN626286.1","Mycobacterium_avium_subsp._avium_","37","60","59","4438","86488",NA
"458","LN864819.1","Mycobacterium_avium_subsp._avium_","57","60","59","4438","86488",NA
"459","NZ_KX523901.1","Mycobacterium_avium_subsp._avium_","12","60","59","4438","86488",NA
"460","MT441554.1","Mycobacterium_avium_subsp._avium_","18","60","59","4438","86488",NA
"461","JN626286.1","Mycoplasma_conjunctivae_","37","36","35","697","9449",NA
"462","LN864819.1","Mycoplasma_conjunctivae_","57","36","35","697","9449",NA
"463","NZ_KX523901.1","Mycoplasma_conjunctivae_","12","0","0","697","9449",NA
"464","MT441554.1","Mycoplasma_conjunctivae_","18","0","0","697","9449",NA
"465","JN626286.1","Anabaena_sp._90_","37","41","42","4370","46846",NA
"466","LN864819.1","Anabaena_sp._90_","57","28","28","4370","46846",NA
"467","NZ_KX523901.1","Anabaena_sp._90_","12","0","0","4370","46846",NA
"468","MT441554.1","Anabaena_sp._90_","18","0","0","4370","46846",NA
"469","JN626286.1","Weissella_hellenica_","37","0","0","1879","27854",NA
"470","LN864819.1","Weissella_hellenica_","57","0","0","1879","27854",NA
"471","NZ_KX523901.1","Weissella_hellenica_","12","0","0","1879","27854",NA
"472","MT441554.1","Weissella_hellenica_","18","27","26","1879","27854",NA
"473","JN626286.1","Sphingobium_chlorophenolicum_","37","131","176","4484","67552",NA
"474","LN864819.1","Sphingobium_chlorophenolicum_","57","131","176","4484","67552",NA
"475","NZ_KX523901.1","Sphingobium_chlorophenolicum_","12","0","0","4484","67552",NA
"476","MT441554.1","Sphingobium_chlorophenolicum_","18","54","53","4484","67552",NA
"477","JN626286.1","Streptomyces_olivaceus_","37","0","0","7354","137859",NA
"478","LN864819.1","Streptomyces_olivaceus_","57","0","0","7354","137859",NA
"479","NZ_KX523901.1","Streptomyces_olivaceus_","12","0","0","7354","137859",NA
"480","MT441554.1","Streptomyces_olivaceus_","18","0","0","7354","137859",NA
"481","JN626286.1","Streptomyces_lydicus_","37","0","0","7153","78613",NA
"482","LN864819.1","Streptomyces_lydicus_","57","0","0","7153","78613",NA
"483","NZ_KX523901.1","Streptomyces_lydicus_","12","0","0","7153","78613",NA
"484","MT441554.1","Streptomyces_lydicus_","18","0","0","7153","78613",NA
"485","JN626286.1","Mycobacterium_triplex_","37","78","77","5890","133388",NA
"486","LN864819.1","Mycobacterium_triplex_","57","78","77","5890","133388",NA
"487","NZ_KX523901.1","Mycobacterium_triplex_","12","59","58","5890","133388",NA
"488","MT441554.1","Mycobacterium_triplex_","18","77","81","5890","133388",NA
"489","JN626286.1","Helicobacter_trogontum_","37","0","0","2229","28572",NA
"490","LN864819.1","Helicobacter_trogontum_","57","0","0","2229","28572",NA
"491","NZ_KX523901.1","Helicobacter_trogontum_","12","0","0","2229","28572",NA
"492","MT441554.1","Helicobacter_trogontum_","18","0","0","2229","28572",NA
"493","JN626286.1","Sulfitobacter_sp._EE-36_","37","0","0","2973","51126",NA
"494","LN864819.1","Sulfitobacter_sp._EE-36_","57","0","0","2973","51126",NA
"495","NZ_KX523901.1","Sulfitobacter_sp._EE-36_","12","0","0","2973","51126",NA
"496","MT441554.1","Sulfitobacter_sp._EE-36_","18","0","0","2973","51126",NA
"497","JN626286.1","Pectobacterium_betavasculorum_","37","31","30","4016","70774",NA
"498","LN864819.1","Pectobacterium_betavasculorum_","57","31","30","4016","70774",NA
"499","NZ_KX523901.1","Pectobacterium_betavasculorum_","12","0","0","4016","70774",NA
"500","MT441554.1","Pectobacterium_betavasculorum_","18","19","18","4016","70774",NA
"501","JN626286.1","Vibrio_anguillarum_","37","104","120","3726","64393",NA
"502","LN864819.1","Vibrio_anguillarum_","57","120","138","3726","64393",NA
"503","NZ_KX523901.1","Vibrio_anguillarum_","12","76","75","3726","64393",NA
"504","MT441554.1","Vibrio_anguillarum_","18","92","93","3726","64393",NA
"505","JN626286.1","Streptomyces_toyocaensis_","37","0","0","6315","108052",NA
"506","LN864819.1","Streptomyces_toyocaensis_","57","0","0","6315","108052",NA
"507","NZ_KX523901.1","Streptomyces_toyocaensis_","12","0","0","6315","108052",NA
"508","MT441554.1","Streptomyces_toyocaensis_","18","0","0","6315","108052",NA
"509","JN626286.1","Cylindrospermum_stagnale_PCC_7417_","37","23","22","5936","64273",NA
"510","LN864819.1","Cylindrospermum_stagnale_PCC_7417_","57","23","22","5936","64273",NA
"511","NZ_KX523901.1","Cylindrospermum_stagnale_PCC_7417_","12","0","0","5936","64273",NA
"512","MT441554.1","Cylindrospermum_stagnale_PCC_7417_","18","0","0","5936","64273",NA
"513","JN626286.1","Oscillatoria_acuminata_PCC_6304_","37","21","20","5755","65558",NA
"514","LN864819.1","Oscillatoria_acuminata_PCC_6304_","57","21","20","5755","65558",NA
"515","NZ_KX523901.1","Oscillatoria_acuminata_PCC_6304_","12","0","0","5755","65558",NA
"516","MT441554.1","Oscillatoria_acuminata_PCC_6304_","18","0","0","5755","65558",NA
"517","JN626286.1","Syntrophus_aciditrophicus_SB_","37","30","29","3180","36191",NA
"518","LN864819.1","Syntrophus_aciditrophicus_SB_","57","30","29","3180","36191",NA
"519","NZ_KX523901.1","Syntrophus_aciditrophicus_SB_","12","0","0","3180","36191",NA
"520","MT441554.1","Syntrophus_aciditrophicus_SB_","18","19","18","3180","36191",NA
"521","JN626286.1","Spirillospora_albida_","37","0","0","5477","105064",NA
"522","LN864819.1","Spirillospora_albida_","57","0","0","5477","105064",NA
"523","NZ_KX523901.1","Spirillospora_albida_","12","0","0","5477","105064",NA
"524","MT441554.1","Spirillospora_albida_","18","0","0","5477","105064",NA
"525","JN626286.1","Streptomyces_celluloflavus_","37","0","0","7124","130922",NA
"526","LN864819.1","Streptomyces_celluloflavus_","57","0","0","7124","130922",NA
"527","NZ_KX523901.1","Streptomyces_celluloflavus_","12","0","0","7124","130922",NA
"528","MT441554.1","Streptomyces_celluloflavus_","18","0","0","7124","130922",NA
"529","JN626286.1","Rickettsiella_grylli_","37","11","10","1439","20573",NA
"530","LN864819.1","Rickettsiella_grylli_","57","11","10","1439","20573",NA
"531","NZ_KX523901.1","Rickettsiella_grylli_","12","0","0","1439","20573",NA
"532","MT441554.1","Rickettsiella_grylli_","18","0","0","1439","20573",NA
"533","JN626286.1","Fibrobacter_succinogenes_subsp._succinogenes_S85_","37","49","48","3085","33167",NA
"534","LN864819.1","Fibrobacter_succinogenes_subsp._succinogenes_S85_","57","49","48","3085","33167",NA
"535","NZ_KX523901.1","Fibrobacter_succinogenes_subsp._succinogenes_S85_","12","49","48","3085","33167",NA
"536","MT441554.1","Fibrobacter_succinogenes_subsp._succinogenes_S85_","18","49","48","3085","33167",NA
"537","JN626286.1","Candidatus_Phytoplasma_australiense_","37","35","34","715","11505",NA
"538","LN864819.1","Candidatus_Phytoplasma_australiense_","57","35","34","715","11505",NA
"539","NZ_KX523901.1","Candidatus_Phytoplasma_australiense_","12","35","34","715","11505",NA
"540","MT441554.1","Candidatus_Phytoplasma_australiense_","18","35","34","715","11505",NA
"541","JN626286.1","Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986_","37","21","20","1949","22233",NA
"542","LN864819.1","Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986_","57","21","20","1949","22233",NA
"543","NZ_KX523901.1","Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986_","12","56","56","1949","22233",NA
"544","MT441554.1","Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986_","18","56","56","1949","22233",NA
"545","JN626286.1","Prochlorococcus_marinus_str._MIT_9107_","37","0","0","1963","26299",NA
"546","LN864819.1","Prochlorococcus_marinus_str._MIT_9107_","57","0","0","1963","26299",NA
"547","NZ_KX523901.1","Prochlorococcus_marinus_str._MIT_9107_","12","0","0","1963","26299",NA
"548","MT441554.1","Prochlorococcus_marinus_str._MIT_9107_","18","0","0","1963","26299",NA
"549","JN626286.1","Prochlorococcus_marinus_str._GP2_","37","0","0","1864","26470",NA
"550","LN864819.1","Prochlorococcus_marinus_str._GP2_","57","0","0","1864","26470",NA
"551","NZ_KX523901.1","Prochlorococcus_marinus_str._GP2_","12","0","0","1864","26470",NA
"552","MT441554.1","Prochlorococcus_marinus_str._GP2_","18","0","0","1864","26470",NA
"553","JN626286.1","Prochlorococcus_marinus_str._SB_","37","0","0","1911","27613",NA
"554","LN864819.1","Prochlorococcus_marinus_str._SB_","57","0","0","1911","27613",NA
"555","NZ_KX523901.1","Prochlorococcus_marinus_str._SB_","12","0","0","1911","27613",NA
"556","MT441554.1","Prochlorococcus_marinus_str._SB_","18","0","0","1911","27613",NA
